"REF_DATE","GEO","DGUID","Population and dwelling counts (13)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Grand Bank","2021A00051002019","Population, 2021","","0","units","0","","118.1","2152","","","","0"
"2021","Grand Le Pierre","2021A00051002030","Population, 2021","","0","units","0","","119.1","176","","","","0"
"2021","Lamaline","2021A00051002012","Population, 2021","","0","units","0","","120.1","218","","","","0"
"2021","Lawn","2021A00051002011","Population, 2021","","0","units","0","","121.1","583","","","","0"
"2021","Lewin's Cove","2021A00051002002","Population, 2021","","0","units","0","","122.1","546","","","","0"
"2021","Little Bay East","2021A00051002055","Population, 2021","","0","units","0","","123.1","84","","","","0"
"2021","Lord's Cove","2021A00051002013","Population, 2021","","0","units","0","","124.1","155","","","","0"
"2021","Marystown","2021A00051002024","Population, 2021","","0","units","0","","125.1","5204","","","","0"
"2021","Parkers Cove","2021A00051002034","Population, 2021","","0","units","0","","126.1","233","","","","0"
"2021","Point May","2021A00051002014","Population, 2021","","0","units","0","","127.1","254","","","","0"
"2021","Point au Gaul","2021A00051002015","Population, 2021","","0","units","0","","128.1","67","","","","0"
"2021","Red Harbour","2021A00051002037","Population, 2021","","0","units","0","","129.1","177","","","","0"
"2021","Rushoon","2021A00051002033","Population, 2021","","0","units","0","","130.1","229","","","","0"
"2021","St. Bernard's-Jacques Fontaine","2021A00051002041","Population, 2021","","0","units","0","","131.1","433","","","","0"
"2021","St. Lawrence","2021A00051002008","Population, 2021","","0","units","0","","132.1","1115","","","","0"
"2021","Terrenceville","2021A00051002036","Population, 2021","","0","units","0","","133.1","446","","","","0"
"2021","Winterland","2021A00051002023","Population, 2021","","0","units","0","","134.1","398","","","","0"
"2021","Belleoram","2021A00051003004","Population, 2021","","0","units","0","","136.1","348","","","","0"
"2021","Burgeo","2021A00051003028","Population, 2021","","0","units","0","","137.1","1176","","","","0"
"2021","Burnt Islands","2021A00051003033","Population, 2021","","0","units","0","","138.1","540","","","","0"
"2021","Channel-Port aux Basques","2021A00051003034","Population, 2021","","0","units","0","","139.1","3547","","","","0"
"2021","Division No.  3, Subd. A","2021A00051003001","Population, 2021","","0","units","0","","140.1","45","","","","0"
"2021","Division No.  3, Subd. B","2021A00051003006","Population, 2021","","0","units","0","","141.1","0","","","","0"
"2021","Division No.  3, Subd. C","2021A00051003009","Population, 2021","","0","units","0","","142.1","146","","","","0"
"2021","Division No.  3, Subd. D","2021A00051003014","Population, 2021","","0","units","0","","143.1","188","","","","0"
"2021","Division No.  3, Subd. E","2021A00051003021","Population, 2021","","0","units","0","","144.1","74","","","","0"
"2021","Division No.  3, Subd. F","2021A00051003024","Population, 2021","","0","units","0","","145.1","115","","","","0"
"2021","Division No.  3, Subd. H","2021A00051003031","Population, 2021","","0","units","0","","146.1","562","","","","0"
"2021","Division No.  3, Subd. I","2021A00051003038","Population, 2021","","0","units","0","","147.1","61","","","","0"
"2021","Division No.  3, Subd. J","2021A00051003042","Population, 2021","","0","units","0","","148.1","38","","","","0"
"2021","Gaultois","2021A00051003012","Population, 2021","","0","units","0","","149.1","100","","","","0"
"2021","Harbour Breton","2021A00051003008","Population, 2021","","0","units","0","","150.1","1477","","","","0"
"2021","Hermitage-Sandyville","2021A00051003011","Population, 2021","","0","units","0","","151.1","404","","","","0"
"2021","Isle aux Morts","2021A00051003032","Population, 2021","","0","units","0","","152.1","559","","","","0"
"2021","Milltown-Head of Bay d'Espoir","2021A00051003018","Population, 2021","","0","units","0","","153.1","669","","","","0"
"2021","Morrisville","2021A00051003020","Population, 2021","","0","units","0","","154.1","93","","","","0"
"2021","Pool's Cove","2021A00051003005","Population, 2021","","0","units","0","","155.1","143","","","","0"
"2021","Ramea","2021A00051003026","Population, 2021","","0","units","0","","156.1","388","","","","0"
"2021","Rencontre East","2021A00051003002","Population, 2021","","0","units","0","","157.1","115","","","","0"
"2021","Rose Blanche-Harbour le Cou","2021A00051003045","Population, 2021","","0","units","0","","158.1","344","","","","0"
"2021","Samiajij Miawpukek","2021A00051003801","Population, 2021","","0","units","0","","159.1","953","","","","0"
"2021","Seal Cove (Fortune Bay)","2021A00051003010","Population, 2021","","0","units","0","","160.1","100","","","","0"
"2021","St. Alban's","2021A00051003019","Population, 2021","","0","units","0","","161.1","1189","","","","0"
"2021","St. Jacques-Coomb's Cove","2021A00051003003","Population, 2021","","0","units","0","","162.1","546","","","","0"
"2021","Cape St. George","2021A00051004033","Population, 2021","","0","units","0","","164.1","809","","","","0"
"2021","Division No.  4, Subd. A","2021A00051004001","Population, 2021","","0","units","0","","165.1","1530","","","","0"
"2021","Division No.  4, Subd. B","2021A00051004006","Population, 2021","","0","units","0","","166.1","1140","","","","0"
"2021","Division No.  4, Subd. C","2021A00051004011","Population, 2021","","0","units","0","","167.1","591","","","","0"
"2021","Division No.  4, Subd. D","2021A00051004016","Population, 2021","","0","units","0","","168.1","1212","","","","0"
"2021","Division No.  4, Subd. E","2021A00051004022","Population, 2021","","0","units","0","","169.1","1467","","","","0"
"2021","Gallants","2021A00051004017","Population, 2021","","0","units","0","","170.1","50","","","","0"
"2021","Kippens","2021A00051004020","Population, 2021","","0","units","0","","171.1","1842","","","","0"
"2021","Lourdes","2021A00051004037","Population, 2021","","0","units","0","","172.1","502","","","","0"
"2021","Port au Port East","2021A00051004021","Population, 2021","","0","units","0","","173.1","413","","","","0"
"2021","Port au Port West-Aguathuna-Felix Cove","2021A00051004042","Population, 2021","","0","units","0","","174.1","384","","","","0"
"2021","St. George's","2021A00051004013","Population, 2021","","0","units","0","","175.1","1139","","","","0"
"2021","Stephenville","2021A00051004019","Population, 2021","","0","units","0","","176.1","6540","","","","0"
"2021","Stephenville Crossing","2021A00051004018","Population, 2021","","0","units","0","","177.1","1634","","","","0"
"2021","Cormack","2021A00051005014","Population, 2021","","0","units","0","","179.1","492","","","","0"
"2021","Corner Brook","2021A00051005018","Population, 2021","","0","units","0","","180.1","19333","","","","0"
"2021","Cox's Cove","2021A00051005023","Population, 2021","","0","units","0","","181.1","664","","","","0"
"2021","Deer Lake","2021A00051005004","Population, 2021","","0","units","0","","182.1","4864","","","","0"
"2021","Division No.  5, Subd. A","2021A00051005001","Population, 2021","","0","units","0","","183.1","291","","","","0"
"2021","Division No.  5, Subd. C","2021A00051005016","Population, 2021","","0","units","0","","184.1","285","","","","0"
"2021","Division No.  5, Subd. D","2021A00051005019","Population, 2021","","0","units","0","","185.1","30","","","","0"
"2021","Division No.  5, Subd. E","2021A00051005007","Population, 2021","","0","units","0","","186.1","188","","","","0"
"2021","Division No.  5, Subd. F","2021A00051005010","Population, 2021","","0","units","0","","187.1","746","","","","0"
"2021","Division No.  5, Subd. G","2021A00051005003","Population, 2021","","0","units","0","","188.1","414","","","","0"
"2021","Gillams","2021A00051005015","Population, 2021","","0","units","0","","189.1","506","","","","0"
"2021","Hampden","2021A00051005008","Population, 2021","","0","units","0","","190.1","439","","","","0"
"2021","Howley","2021A00051005006","Population, 2021","","0","units","0","","191.1","179","","","","0"
"2021","Hughes Brook","2021A00051005028","Population, 2021","","0","units","0","","192.1","236","","","","0"
"2021","Humber Arm South","2021A00051005020","Population, 2021","","0","units","0","","193.1","1537","","","","0"
"2021","Irishtown-Summerside","2021A00051005030","Population, 2021","","0","units","0","","194.1","1260","","","","0"
"2021","Jackson's Arm","2021A00051005005","Population, 2021","","0","units","0","","195.1","277","","","","0"
"2021","Lark Harbour","2021A00051005024","Population, 2021","","0","units","0","","196.1","508","","","","0"
"2021","Massey Drive","2021A00051005017","Population, 2021","","0","units","0","","197.1","1606","","","","0"
"2021","McIvers","2021A00051005022","Population, 2021","","0","units","0","","198.1","575","","","","0"
"2021","Meadows","2021A00051005025","Population, 2021","","0","units","0","","199.1","404","","","","0"
"2021","Mount Moriah","2021A00051005033","Population, 2021","","0","units","0","","200.1","700","","","","0"
"2021","Pasadena","2021A00051005012","Population, 2021","","0","units","0","","201.1","3524","","","","0"
"2021","Reidville","2021A00051005009","Population, 2021","","0","units","0","","202.1","550","","","","0"
"2021","Steady Brook","2021A00051005011","Population, 2021","","0","units","0","","203.1","416","","","","0"
"2021","York Harbour","2021A00051005035","Population, 2021","","0","units","0","","204.1","372","","","","0"
"2021","Appleton","2021A00051006011","Population, 2021","","0","units","0","","206.1","620","","","","0"
"2021","Badger","2021A00051006026","Population, 2021","","0","units","0","","207.1","682","","","","0"
"2021","Bishop's Falls","2021A00051006019","Population, 2021","","0","units","0","","208.1","3082","","","","0"
"2021","Botwood","2021A00051006022","Population, 2021","","0","units","0","","209.1","2778","","","","0"
"2021","Buchans","2021A00051006031","Population, 2021","","0","units","0","","210.1","590","","","","0"
"2021","Division No.  6, Subd. A","2021A00051006029","Population, 2021","","0","units","0","","211.1","101","","","","0"
"2021","Division No.  6, Subd. C","2021A00051006014","Population, 2021","","0","units","0","","212.1","354","","","","0"
"2021","Division No.  6, Subd. D","2021A00051006001","Population, 2021","","0","units","0","","213.1","596","","","","0"
"2021","Division No.  6, Subd. E","2021A00051006008","Population, 2021","","0","units","0","","214.1","175","","","","0"
"2021","Gander","2021A00051006009","Population, 2021","","0","units","0","","215.1","11880","","","","0"
"2021","Glenwood","2021A00051006012","Population, 2021","","0","units","0","","216.1","739","","","","0"
"2021","Grand Falls-Windsor","2021A00051006017","Population, 2021","","0","units","0","","217.1","13853","","","","0"
"2021","Millertown","2021A00051006028","Population, 2021","","0","units","0","","218.1","87","","","","0"
"2021","Norris Arm","2021A00051006003","Population, 2021","","0","units","0","","219.1","708","","","","0"
"2021","Northern Arm","2021A00051006015","Population, 2021","","0","units","0","","220.1","371","","","","0"
"2021","Peterview","2021A00051006021","Population, 2021","","0","units","0","","221.1","723","","","","0"
"2021","Bonavista","2021A00051007023","Population, 2021","","0","units","0","","223.1","3190","","","","0"
"2021","Centreville-Wareham-Trinity","2021A00051007050","Population, 2021","","0","units","0","","224.1","1116","","","","0"
"2021","Clarenville","2021A00051007013","Population, 2021","","0","units","0","","225.1","6704","","","","0"
"2021","Division No.  7, Subd. A","2021A00051007056","Population, 2021","","0","units","0","","226.1","140","","","","0"
"2021","Division No.  7, Subd. B","2021A00051007051","Population, 2021","","0","units","0","","227.1","57","","","","0"
"2021","Division No.  7, Subd. D","2021A00051007038","Population, 2021","","0","units","0","","228.1","259","","","","0"
"2021","Division No.  7, Subd. E","2021A00051007031","Population, 2021","","0","units","0","","229.1","2573","","","","0"
"2021","Division No.  7, Subd. F","2021A00051007028","Population, 2021","","0","units","0","","230.1","831","","","","0"
"2021","Division No.  7, Subd. G","2021A00051007024","Population, 2021","","0","units","0","","231.1","316","","","","0"
"2021","Division No.  7, Subd. I","2021A00051007018","Population, 2021","","0","units","0","","232.1","80","","","","0"
"2021","Division No.  7, Subd. J","2021A00051007014","Population, 2021","","0","units","0","","233.1","577","","","","0"
"2021","Division No.  7, Subd. K","2021A00051007009","Population, 2021","","0","units","0","","234.1","1153","","","","0"
"2021","Division No.  7, Subd. L","2021A00051007006","Population, 2021","","0","units","0","","235.1","1183","","","","0"
"2021","Division No.  7, Subd. M","2021A00051007001","Population, 2021","","0","units","0","","236.1","1856","","","","0"
"2021","Division No.  7, Subd. N","2021A00051007045","Population, 2021","","0","units","0","","237.1","55","","","","0"
"2021","Dover","2021A00051007057","Population, 2021","","0","units","0","","238.1","579","","","","0"
"2021","Duntara","2021A00051007026","Population, 2021","","0","units","0","","239.1","36","","","","0"
"2021","Eastport","2021A00051007042","Population, 2021","","0","units","0","","240.1","527","","","","0"
"2021","Elliston","2021A00051007020","Population, 2021","","0","units","0","","241.1","315","","","","0"
"2021","Gambo","2021A00051007047","Population, 2021","","0","units","0","","242.1","1816","","","","0"
"2021","Glovertown","2021A00051007044","Population, 2021","","0","units","0","","243.1","1948","","","","0"
"2021","Greenspond","2021A00051007054","Population, 2021","","0","units","0","","244.1","257","","","","0"
"2021","Happy Adventure","2021A00051007041","Population, 2021","","0","units","0","","245.1","118","","","","0"
"2021","Hare Bay","2021A00051007049","Population, 2021","","0","units","0","","246.1","925","","","","0"
"2021","Indian Bay","2021A00051007067","Population, 2021","","0","units","0","","247.1","172","","","","0"
"2021","Keels","2021A00051007025","Population, 2021","","0","units","0","","248.1","46","","","","0"
"2021","King's Cove","2021A00051007027","Population, 2021","","0","units","0","","249.1","75","","","","0"
"2021","Musgravetown","2021A00051007032","Population, 2021","","0","units","0","","250.1","561","","","","0"
"2021","New-Wes-Valley","2021A00051007060","Population, 2021","","0","units","0","","251.1","2044","","","","0"
"2021","Port Blandford","2021A00051007036","Population, 2021","","0","units","0","","252.1","513","","","","0"
"2021","Port Rexton","2021A00051007016","Population, 2021","","0","units","0","","253.1","361","","","","0"
"2021","Salvage","2021A00051007046","Population, 2021","","0","units","0","","254.1","108","","","","0"
"2021","Sandringham","2021A00051007043","Population, 2021","","0","units","0","","255.1","205","","","","0"
"2021","Sandy Cove","2021A00051007039","Population, 2021","","0","units","0","","256.1","120","","","","0"
"2021","St. Brendan's","2021A00051007048","Population, 2021","","0","units","0","","257.1","125","","","","0"
"2021","Terra Nova","2021A00051007040","Population, 2021","","0","units","0","","258.1","99","","","","0"
"2021","Traytown","2021A00051007037","Population, 2021","","0","units","0","","259.1","279","","","","0"
"2021","Trinity (Trinity Bay)","2021A00051007015","Population, 2021","","0","units","0","","260.1","76","","","","0"
"2021","Trinity Bay North","2021A00051007022","Population, 2021","","0","units","0","","261.1","1649","","","","0"
"2021","Baie Verte","2021A00051008079","Population, 2021","","0","units","0","","263.1","1311","","","","0"
"2021","Baytona","2021A00051008040","Population, 2021","","0","units","0","","264.1","251","","","","0"
"2021","Beachside","2021A00051008066","Population, 2021","","0","units","0","","265.1","97","","","","0"
"2021","Birchy Bay","2021A00051008038","Population, 2021","","0","units","0","","266.1","511","","","","0"
"2021","Brent's Cove","2021A00051008077","Population, 2021","","0","units","0","","267.1","119","","","","0"
"2021","Brighton","2021A00051008055","Population, 2021","","0","units","0","","268.1","163","","","","0"
